Date,WindPower,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2020/10/1 16:15,40454,12.3,43149,79,4.7,93,916,10.3,40454,
2020/10/1 16:30,45217,12.4,43464,79,4.6,93,916,11.6,45217,
2020/10/1 16:45,43267,12.6,43779,79,4.5,93,917,11.1,43267,
2020/10/1 17:00,46588,12.7,44094,78,4.4,93,917,11,46588,
2020/10/1 17:15,46434,12.8,44148,78,4.4,93,917,11.2,46434,
2020/10/1 17:30,46888,12.7,43941,77,4.3,93,917,11.2,46888,
2020/10/1 17:45,43126,12.7,43734,76,4.3,93,917,10.6,43126,
2020/10/1 18:00,43143,12.6,43527,75,4.2,93,917,11,43143,
2020/10/1 18:15,43776,12.4,43253,75,4.2,93,917,10.9,43776,
2020/10/1 18:30,43028,12.4,42913,74,4.1,93,917,11.1,43028,
2020/10/1 18:45,41535,12.2,42573,73,4.1,94,918,10.4,41535,
2020/10/1 19:00,38768,12.1,42233,73,4,94,918,10,38768,
2020/10/1 19:15,34267,12,41607,72,4,94,918,9.1,34267,
2020/10/1 19:30,36487,11.6,40694,72,3.9,94,918,9.6,36487,
2020/10/1 19:45,36294,11.4,39781,72,3.9,95,918,9.6,36294,
2020/10/1 20:00,32094,11,38868,72,3.8,95,918,8.9,32094,
2020/10/1 20:15,31872,10.8,37679,72,3.8,95,918,8.9,31872,
2020/10/1 20:30,30725,10.4,36214,72,3.8,95,918,8.9,30725,
2020/10/1 20:45,35051,10.2,34748,71,3.7,95,918,9.2,35051,
2020/10/1 21:00,36541,9.8,33283,71,3.7,95,918,9.4,36541,
2020/10/1 21:15,40864,9.5,31946,70,3.7,95,918,9.7,40864,
2020/10/1 21:30,41340,9.2,30738,69,3.7,95,918,10,41340,
2020/10/1 21:45,41677,8.9,29530,68,3.8,95,918,10.2,41677,
2020/10/1 22:00,40267,8.7,28322,67,3.8,95,918,9.7,40267,
2020/10/1 22:15,34121,8.5,27309,66,3.8,95,918,9.1,34121,
2020/10/1 22:30,32001,8.3,26490,64,3.8,95,918,8.9,32001,
2020/10/1 22:45,30572,8.2,25671,63,3.9,95,918,8.6,30572,
2020/10/1 23:00,24340,8.1,24852,62,3.9,95,918,8,24340,
2020/10/1 23:15,25554,7.9,24125,61,3.9,95,918,8.4,25554,
2020/10/1 23:30,25906,7.8,23489,60,3.9,95,918,8.4,25906,
2020/10/1 23:45,28346,7.7,22853,59,3.9,95,919,8.6,28346,
2020/10/2 0:00,26764,7.3,23573,68,4.2,95,918,8.4,26764,
2020/10/2 0:15,34598,7.1,23038,68,4.2,95,918,9.3,34598,
2020/10/2 0:30,35192,7,22413,66,4.1,95,918,9.1,35192,
2020/10/2 0:45,29969,6.9,21788,65,4.1,95,919,8.8,29969,
2020/10/2 1:00,30320,6.8,21163,64,4,95,919,8.8,30320,
2020/10/2 1:15,27145,6.7,20398,62,4,95,919,8.4,27145,
2020/10/2 1:30,22038,6.5,19495,61,4,95,919,7.7,22038,
2020/10/2 1:45,20852,6.3,18592,59,4.1,94,919,7.9,20852,
2020/10/2 2:00,15461,6.2,17689,57,4.1,94,919,7.3,15461,
2020/10/2 2:15,10507,6.1,16709,55,4.1,94,919,6.6,10507,
2020/10/2 2:30,11247,5.9,15653,53,4.1,94,919,6.6,11247,
2020/10/2 2:45,11276,5.9,14596,50,4.1,95,919,6.5,11276,
2020/10/2 3:00,10259,5.7,13540,47,4.1,95,919,6.3,10259,
2020/10/2 3:15,8641,5.7,12766,44,4.1,95,919,6,8641,
2020/10/2 3:30,7022,5.7,12275,42,4.1,95,919,5.8,7022,
2020/10/2 3:45,7104,5.6,11783,40,4.2,95,919,5.9,7104,
2020/10/2 4:00,9608,5.6,11292,38,4.2,95,919,6.4,9608,
2020/10/2 4:15,9287,5.5,10724,35,4.2,95,919,6.4,9287,
2020/10/2 4:30,10195,5.5,10079,33,4.2,95,919,6.4,10195,
2020/10/2 4:45,11554,5.4,9435,30,4.2,95,920,6.5,11554,
2020/10/2 5:00,12924,5.4,8790,28,4.2,95,920,6.7,12924,
2020/10/2 5:15,13214,5.5,8432,26,4.2,95,920,6.8,13214,
2020/10/2 5:30,11962,5.5,8360,25,4.2,95,920,6.5,11962,
2020/10/2 5:45,12538,5.6,8288,23,4.2,94,920,6.7,12538,
2020/10/2 6:00,11286,5.6,8216,22,4.2,94,920,6.5,11286,
2020/10/2 6:15,10873,5.7,8171,21,4.2,94,920,6.3,10873,
2020/10/2 6:30,9518,5.7,8154,22,4.2,94,920,6.3,9518,
2020/10/2 6:45,6493,5.8,8137,22,4.2,94,920,5.5,6493,
2020/10/2 7:00,7158,5.9,8120,23,4.2,94,920,5.8,7158,
2020/10/2 7:15,7957,5.9,8061,23,4.2,94,920,6,7957,
2020/10/2 7:30,8072,5.9,7961,23,4.3,93,920,5.9,8072,
2020/10/2 7:45,8683,5.9,7860,24,4.4,92,921,6.1,8683,
2020/10/2 8:00,10020,5.9,7760,24,4.5,91,921,6.4,10020,
2020/10/2 8:15,10840,5.8,7573,23,4.6,91,921,6.5,10840,
2020/10/2 8:30,10563,5.6,7298,21,4.7,90,921,6.5,10563,
2020/10/2 8:45,8064,5.4,7023,19,4.9,89,921,6.2,8064,
2020/10/2 9:00,9170,5.2,6748,17,5,88,921,6.3,9170,
2020/10/2 9:15,8564,5.1,6692,15,5.2,87,921,6.2,8564,
2020/10/2 9:30,6659,5,6855,13,5.5,85,921,5.8,6659,
2020/10/2 9:45,6176,5,7018,10,5.7,83,921,5.7,6176,
2020/10/2 10:00,4947,4.9,7181,8,6,81,921,5.2,4947,
2020/10/2 10:15,5529,4.9,7277,6,6.3,79,921,5.4,5529,
2020/10/2 10:30,4057,4.8,7306,4,6.6,76,921,5.1,4057,
2020/10/2 10:45,2415,4.7,7336,0,6.9,74,921,4.4,2415,
2020/10/2 11:00,1464,4.6,7365,359,7.2,71,921,4.2,1464,
2020/10/2 11:15,1159,4.6,7364,356,7.5,69,921,4,1159,
2020/10/2 11:30,450,4.5,7331,354,7.8,68,921,3.6,450,
2020/10/2 11:45,212,4.5,7298,350,8,67,921,3.5,212,
2020/10/2 12:00,1350,4.4,7265,347,8.3,66,921,4.2,1350,
2020/10/2 12:15,4867,4.5,7388,344,8.4,65,921,5,4867,
2020/10/2 12:30,2102,4.6,7667,344,8.5,65,921,4.1,2102,
2020/10/2 12:45,5763,4.7,7946,343,8.5,64,921,5.4,5763,
2020/10/2 13:00,8349,4.8,8225,342,8.6,64,921,5.5,8349,
2020/10/2 13:15,7731,4.8,8609,342,8.6,64,921,6.1,7731,
2020/10/2 13:30,4760,4.9,9098,341,8.5,65,921,5.2,4760,
2020/10/2 13:45,4600,4.8,9587,339,8.4,66,921,5.2,4600,
2020/10/2 14:00,10087,4.8,10076,338,8.3,67,921,6.5,10087,
2020/10/2 14:15,23345,4.9,10628,337,8.3,67,921,8.2,23345,
2020/10/2 14:30,25264,4.8,11243,336,8.3,66,921,8.3,25264,
2020/10/2 14:45,31778,4.8,11858,334,8.4,65,921,9,31778,
2020/10/2 15:00,35504,4.7,12473,332,8.4,64,921,9.6,35504,
2020/10/2 15:15,30282,4.7,12955,332,8.4,64,921,8.9,30282,
2020/10/2 15:30,33407,4.8,13306,333,8.3,64,921,9.1,33407,
2020/10/2 15:45,31278,4.8,13656,333,8.2,64,921,9,31278,
2020/10/2 16:00,36884,4.9,14007,333,8.1,64,921,9.8,36884,
2020/10/2 16:15,37457,4.9,14266,333,8,65,921,9.6,37457,
2020/10/2 16:30,38242,4.8,14434,334,7.8,66,921,9.5,38242,
2020/10/2 16:45,41555,4.7,14603,335,7.5,68,921,10,41555,
2020/10/2 17:00,41435,4.5,14771,335,7.3,69,921,9.8,41435,
2020/10/2 17:15,35198,4.4,14777,335,7,71,921,9.2,35198,
2020/10/2 17:30,23170,4.3,14620,335,6.5,74,921,8.2,23170,
2020/10/2 17:45,19591,4.1,14463,334,6.1,76,922,7.9,19591,
2020/10/2 18:00,20278,4,14306,335,5.6,79,922,7.8,20278,
2020/10/2 18:15,20215,3.9,14670,331,5.4,81,922,8,20215,
2020/10/2 18:30,23127,4,15555,323,5.3,82,922,8.2,23127,
2020/10/2 18:45,24319,4.2,16440,318,5.2,84,922,8.3,24319,
2020/10/2 19:00,27255,4.4,17325,311,5.1,85,922,8.5,27255,
2020/10/2 19:15,26523,4.7,18323,306,5,87,922,8.5,26523,
2020/10/2 19:30,27881,5.2,19436,304,5,88,922,8.7,27881,
2020/10/2 19:45,30150,5.6,20548,301,4.9,89,922,8.8,30150,
2020/10/2 20:00,31346,6.1,21661,300,4.9,90,922,8.9,31346,
2020/10/2 20:15,33376,6.2,22316,300,4.8,90,922,9.2,33376,
2020/10/2 20:30,34952,6.2,22513,302,4.7,91,922,9.3,34952,
2020/10/2 20:45,32046,6.2,22710,304,4.6,92,923,9.1,32046,
2020/10/2 21:00,28222,6.2,22907,307,4.5,93,923,8.8,28222,
2020/10/2 21:15,26442,6.2,23033,308,4.4,93,923,8.7,26442,
2020/10/2 21:30,23118,6.1,23090,308,4.3,93,923,8.1,23118,
2020/10/2 21:45,25368,6,23147,308,4.3,93,922,8.5,25368,
2020/10/2 22:00,31686,5.8,23204,308,4.2,93,922,9.2,31686,
2020/10/2 22:15,30158,5.9,23239,307,4.2,93,922,9.1,30158,
2020/10/2 22:30,30599,5.9,23253,306,4.2,94,922,9,30599,
2020/10/2 22:45,32239,6,23268,305,4.3,94,922,9.2,32239,
2020/10/2 23:00,30091,6,23282,303,4.3,95,922,8.9,30091,
2020/10/2 23:15,31606,5.9,23169,303,4.3,95,922,9.2,31606,
2020/10/2 23:30,30378,6.1,22930,303,4.3,95,922,8.9,30378,
2020/10/2 23:45,33655,6.2,22691,302,4.4,95,922,9.3,33655,
2020/10/3 0:00,34443,7.9,30064,297,3.2,94,923,9.6,34443,
2020/10/3 0:15,33245,8,30423,297,3.2,94,923,9.2,33245,
2020/10/3 0:30,32471,8,30620,298,3.1,94,923,9.1,32471,
2020/10/3 0:45,31698,8.1,30817,297,3.1,94,923,9.1,31698,
2020/10/3 1:00,31901,8.1,31014,298,3,94,923,9.2,31901,
2020/10/3 1:15,33132,8.1,31072,298,3,94,923,9.3,33132,
2020/10/3 1:30,30944,8.1,30992,298,2.9,94,923,8.9,30944,
2020/10/3 1:45,32637,8.1,30912,297,2.8,94,922,9.2,32637,
2020/10/3 2:00,31888,8.1,30832,297,2.7,94,922,9.2,31888,
2020/10/3 2:15,34205,8.1,30391,297,2.6,94,922,9.3,34205,
2020/10/3 2:30,36669,8,29590,297,2.5,94,922,9.5,36669,
2020/10/3 2:45,36836,8,28788,297,2.5,95,922,9.6,36836,
2020/10/3 3:00,36977,7.8,27987,297,2.4,95,922,9.6,36977,
2020/10/3 3:15,37298,7.7,27099,297,2.4,95,922,9.6,37298,
2020/10/3 3:30,33112,7.6,26126,298,2.4,95,922,8.9,33112,
2020/10/3 3:45,30878,7.5,25153,299,2.5,96,922,9,30878,
2020/10/3 4:00,27313,7.3,24180,299,2.5,96,922,8.5,27313,
2020/10/3 4:15,22977,7.2,22981,300,2.6,96,922,8,22977,
2020/10/3 4:30,19431,7,21557,302,2.7,96,922,7.8,19431,
2020/10/3 4:45,17317,6.8,20132,304,2.9,95,922,7.6,17317,
2020/10/3 5:00,17026,6.6,18708,306,3,95,922,7.6,17026,
2020/10/3 5:15,18963,6.3,17567,308,3.1,95,922,7.7,18963,
2020/10/3 5:30,19672,6.3,16710,309,3.1,95,922,7.7,19672,
2020/10/3 5:45,18258,6.1,15852,310,3.2,95,922,7.6,18258,
2020/10/3 6:00,17777,6,14995,310,3.2,95,922,7.6,17777,
2020/10/3 6:15,16960,5.9,14129,312,3.2,95,922,7.5,16960,
2020/10/3 6:30,14801,5.7,13256,313,3.3,95,922,7.3,14801,
2020/10/3 6:45,16912,5.6,12382,314,3.3,94,922,7.3,16912,
2020/10/3 7:00,18319,5.4,11509,316,3.4,94,922,7.6,18319,
2020/10/3 7:15,17047,5.3,10659,317,3.5,94,922,7.6,17047,
2020/10/3 7:30,16226,5.1,9832,320,3.7,93,922,7.4,16226,
2020/10/3 7:45,18597,4.8,9005,322,3.8,93,922,7.6,18597,
2020/10/3 8:00,14982,4.7,8178,325,4,92,922,7.3,14982,
2020/10/3 8:15,11072,4.4,7551,329,4.2,92,922,6.8,11072,
2020/10/3 8:30,9074,4.4,7125,333,4.3,91,922,6.3,9074,
2020/10/3 8:45,7589,4.2,6698,338,4.4,90,922,6,7589,
2020/10/3 9:00,5321,4.2,6272,342,4.5,89,922,5.4,5321,
2020/10/3 9:15,5007,4,5765,346,4.6,88,922,5,5007,
2020/10/3 9:30,6052,3.9,5176,347,4.6,89,922,5.3,6052,
2020/10/3 9:45,8006,3.7,4960.0018796917,349,4.7,89,922,5.8,8006,
2020/10/3 10:00,8037,3.6,4960.0039021397,350,4.7,90,922,6,8037,
2020/10/3 10:15,5504,3.3,4960.0028013317,351,4.8,90,922,5.3,5504,
2020/10/3 10:30,4523,3.1,4960.0011912377,353,5,89,922,4.8,4523,
2020/10/3 10:45,7461,2.9,4960.0042909422,352,5.1,88,922,5.8,7461,
2020/10/3 11:00,6077,2.7,4960.0003883611,354,5.3,87,922,5.4,6077,
2020/10/3 11:15,6376,2.6,4960.0018415528,353,5.5,86,922,5.6,6376,
2020/10/3 11:30,2825,2.5,4960.0032668038,351,5.6,85,922,4.3,2825,
2020/10/3 11:45,4201,2.5,4960.0036806566,348,5.7,84,921,5,4201,
2020/10/3 12:00,4488,2.4,4960.0005136351,345,5.8,83,921,5.1,4488,
2020/10/3 12:15,5630,2.4,4960.0002020287,343,5.9,82,921,5.4,5630,
2020/10/3 12:30,5809,2.4,4960.0009149845,336,6.1,82,921,5.3,5809,
2020/10/3 12:45,5266,2.4,4960.0035609343,330,6.2,81,921,5.4,5266,
2020/10/3 13:00,5417,2.5,4960.0026947334,323,6.4,81,921,5.4,5417,
2020/10/3 13:15,3874,2.5,4960.0015656584,318,6.6,81,921,4.9,3874,
2020/10/3 13:30,1159,2.6,4960.0037651697,313,6.7,80,921,3.8,1159,
2020/10/3 13:45,-46,2.6,4960.0049212469,310,6.8,80,921,1.9,-46,
2020/10/3 14:00,-147,2.7,4960.0023423976,306,6.9,79,921,1.9,-147,
2020/10/3 14:15,-121,3,4960.0020121391,312,6.9,79,921,2.4,-121,
2020/10/3 14:30,2918,3.4,4960.0029263682,322,6.8,80,921,4.5,2918,
2020/10/3 14:45,5205,4,4960.003371,330,6.6,80,921,5.4,5205,
2020/10/3 15:00,10757,4.6,5277,336,6.5,81,921,6.6,10757,
2020/10/3 15:15,15513,4.8,5799,340,6.3,82,921,7.4,15513,
2020/10/3 15:30,8213,4.4,5968,344,6.2,83,921,6.1,8213,
2020/10/3 15:45,5691,4,6136,347,6,84,921,5.6,5691,
2020/10/3 16:00,2490,3.6,6305,352,5.9,85,921,4.6,2490,
2020/10/3 16:15,2697,3.7,6571,357,5.8,86,921,4.6,2697,
2020/10/3 16:30,1048,4.2,6934,0,5.7,87,921,3.8,1048,
2020/10/3 16:45,981,4.7,7297,0,5.6,87,922,3.8,981,
2020/10/3 17:00,2638,5.2,7660,2,5.5,88,922,4.6,2638,
2020/10/3 17:15,5032,5.3,7823,4,5.5,88,922,5.3,5032,
2020/10/3 17:30,6728,5.2,7785,5,5.4,88,922,5.9,6728,
2020/10/3 17:45,8281,5.1,7746,7,5.4,89,922,6.3,8281,
2020/10/3 18:00,9011,5,7708,8,5.3,89,922,6.5,9011,
2020/10/3 18:15,9167,5.1,8125,6,5.3,89,922,6.5,9167,
2020/10/3 18:30,9687,5.5,8998,2,5.2,89,922,6.3,9687,
2020/10/3 18:45,8733,6,9871,0,5.1,89,923,6.3,8733,
2020/10/3 19:00,5221,6.4,10744,357,5,89,923,5.5,5221,
2020/10/3 19:15,6108,6.8,11720,356,4.9,89,923,5.7,6108,
2020/10/3 19:30,3651,7.1,12799,357,4.8,88,923,4.9,3651,
2020/10/3 19:45,2869,7.4,13878,357,4.8,88,923,4.6,2869,
2020/10/3 20:00,5151,7.7,14957,358,4.7,87,923,5.5,5151,
2020/10/3 20:15,7067,7.8,15666,357,4.7,87,923,5.9,7067,
2020/10/3 20:30,6831,7.8,16004,356,4.6,87,923,5.9,6831,
2020/10/3 20:45,8656,7.9,16342,355,4.6,87,923,6.4,8656,
2020/10/3 21:00,8670,7.9,16680,354,4.5,87,923,6.1,8670,
2020/10/3 21:15,6710,8,17134,353,4.5,87,923,5.9,6710,
2020/10/3 21:30,8814,8.1,17704,351,4.4,87,923,6.3,8814,
2020/10/3 21:45,9982,8.2,18273,351,4.4,86,924,6.4,9982,
2020/10/3 22:00,10151,8.3,18843,350,4.3,86,924,6.6,10151,
2020/10/3 22:15,13158,8.4,19546,348,4.3,86,924,7,13158,
2020/10/3 22:30,13483,8.3,20382,347,4.2,86,924,7,13483,
2020/10/3 22:45,11737,8.3,21218,346,4.1,86,924,6.7,11737,
2020/10/3 23:00,11660,8.3,22054,345,4,86,924,6.7,11660,
2020/10/3 23:15,12003,8.4,23112,343,3.9,86,924,6.8,12003,
2020/10/3 23:30,12711,8.5,24393,342,3.7,87,924,6.8,12711,
2020/10/3 23:45,13125,8.7,25674,340,3.4,88,924,6.9,13125,
2020/10/4 0:00,16942,8.1,25367,344,2.5,90,924,7.4,16942,
2020/10/4 0:15,16549,8.3,26877,341,2.4,90,924,7.3,16549,
2020/10/4 0:30,20590,8.4,28429,339,2.3,90,924,7.9,20590,
2020/10/4 0:45,22454,8.6,29980,337,2.2,90,924,7.8,22454,
2020/10/4 1:00,24342,8.7,31532,335,2.1,90,924,8.2,24342,
2020/10/4 1:15,23104,8.9,32524,333,2.1,90,924,7.9,23104,
2020/10/4 1:30,35014,9.1,32956,333,2.1,90,924,9,35014,
2020/10/4 1:45,33372,9.2,33387,333,2,89,924,9.1,33372,
2020/10/4 2:00,27193,9.3,33819,333,2,89,924,8.4,27193,
2020/10/4 2:15,28579,9.4,34083,332,2,89,924,8.5,28579,
2020/10/4 2:30,27648,9.5,34179,331,2.1,89,924,8.5,27648,
2020/10/4 2:45,31228,9.5,34274,330,2.1,88,924,8.8,31228,
2020/10/4 3:00,34783,9.6,34370,330,2.2,88,924,9.3,34783,
2020/10/4 3:15,39853,9.7,34465,330,2.3,88,924,10,39853,
2020/10/4 3:30,37274,9.8,34560,331,2.4,87,924,9.5,37274,
2020/10/4 3:45,34952,9.8,34654,331,2.5,87,924,9.1,34952,
2020/10/4 4:00,35696,9.9,34749,332,2.6,86,924,9.3,35696,
2020/10/4 4:15,36303,10,34852,333,2.6,86,924,9.3,36303,
2020/10/4 4:30,42812,10.1,34964,333,2.6,86,924,10.2,42812,
2020/10/4 4:45,36492,10.1,35075,335,2.6,86,925,9.2,36492,
2020/10/4 5:00,36510,10.1,35187,335,2.6,86,925,9.6,36510,
2020/10/4 5:15,33288,10,35199,337,2.6,86,925,9.1,33288,
2020/10/4 5:30,34784,10,35110,337,2.6,86,925,9.3,34784,
2020/10/4 5:45,35944,10,35022,338,2.5,87,925,9.4,35944,
2020/10/4 6:00,34305,9.9,34933,338,2.5,87,925,9.2,34305,
2020/10/4 6:15,31106,9.9,35022,339,2.5,87,925,9,31106,
2020/10/4 6:30,28988,9.9,35288,339,2.5,87,925,8.5,28988,
2020/10/4 6:45,30025,9.9,35553,339,2.5,87,926,8.8,30025,
2020/10/4 7:00,30731,10,35819,340,2.5,87,926,8.8,30731,
2020/10/4 7:15,32100,10,35558,341,2.6,87,926,8.9,32100,
2020/10/4 7:30,35076,9.8,34769,342,2.7,87,926,9.1,35076,
2020/10/4 7:45,34034,9.7,33980,343,2.8,86,927,9,34034,
2020/10/4 8:00,35404,9.6,33191,344,2.9,86,927,9.2,35404,
2020/10/4 8:15,35626,9.5,32635,344,3,86,927,9.4,35626,
2020/10/4 8:30,31689,9.3,32313,343,2.9,87,927,8.9,31689,
2020/10/4 8:45,29312,9.2,31991,343,2.9,88,927,8.6,29312,
2020/10/4 9:00,28481,9,30647.4193548387,342,2.8,89,927,8.6,28481,
2020/10/4 9:15,28541,8.9,29927.4193548387,342,2.9,89,927,8.7,28541,
2020/10/4 9:30,25153,8.8,28799.0322580645,341,3.1,88,927,8.3,25153,
2020/10/4 9:45,25052,8.7,27670.6451612903,340,3.2,88,928,8.2,25052,
2020/10/4 10:00,28768,8.7,26542.2580645161,339,3.4,87,928,8.6,28768,
2020/10/4 10:15,25760,8.6,25816.4516129032,341,3.8,85,928,8.3,25760,
2020/10/4 10:30,29971,8.7,25493.2258064516,346,4.4,81,928,8.9,29971,
2020/10/4 10:45,30212,8.8,25170,351,5,76,928,8.6,30212,
2020/10/4 11:00,37992,9,24846.7741935484,356,5.6,72,928,9.4,37992,
2020/10/4 11:15,39701,9,24444.1935483871,357,6,69,928,9.6,39701,
2020/10/4 11:30,42694,8.7,23962.2580645161,357,6.3,68,928,10.1,42694,
2020/10/4 11:45,44187,8.5,23480.3225806452,356,6.5,66,928,10.3,44187,
2020/10/4 12:00,40667,8.2,22998.3870967742,355,6.8,65,928,9.9,40667,
2020/10/4 12:15,40126,8.2,23175.4838709677,353,7,63,928,9.9,40126,
2020/10/4 12:30,39330,8.1,24010.6451612903,351,7.2,62,928,9.7,39330,
2020/10/4 12:45,40248,8.2,24845.8064516129,349,7.4,60,928,9.7,40248,
2020/10/4 13:00,40031,8.1,25680.9677419355,346,7.6,59,928,9.7,40031,
2020/10/4 13:15,38229,8.2,26661.2903225806,344,7.7,58,928,9.7,38229,
2020/10/4 13:30,36333,8.4,27787.7419354839,342,7.8,58,928,9.3,36333,
2020/10/4 13:45,34002,8.6,28915.1612903226,340,7.8,57,928,9,34002,
2020/10/4 14:00,35320,8.8,30041.6129032258,338,7.9,57,928,9.2,35320,
2020/10/4 14:15,32887,9,30917.4193548387,336,7.9,57,928,9.1,32887,
2020/10/4 14:30,38817,9,31541.6129032258,336,7.9,56,928,9.7,38817,
2020/10/4 14:45,33663,8.9,32165.8064516129,335,8,56,928,9.4,33663,
2020/10/4 15:00,41327,9,32790,334,8,55,928,10.2,41327,
2020/10/4 15:15,35323,9.1,33312.5806451613,333,8,55,928,9.5,35323,
2020/10/4 15:30,40919,9,33734.5161290323,332,8,55,928,10.2,40919,
2020/10/4 15:45,36489,9,34156.4516129032,331,7.9,55,928,9.5,36489,
2020/10/4 16:00,34421,9,35731,330,7.9,55,928,9.3,34421,
2020/10/4 16:15,37899,9.1,36161,328,7.8,56,928,9.6,37899,
